age,default,balance,housing,loan,duration,campaign,previous,term_deposit,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,contact_cellular,contact_telephone,contact_unknown,day_1-10,day_11-20,day_21-31,month_Q1,month_Q2,month_Q3,month_Q4
0.2857142857142857,0,0.08179144045176402,1,0,0.05124034160227735,0.03508771929824561,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0.3116883116883117,0,0.07784213680024694,1,0,0.05063033753558357,0.017543859649122806,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
0.22077922077922077,0,0.08446970384762043,0,0,0.020333468889792598,0.05263157894736842,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
0.33766233766233766,0,0.07556334319902674,1,0,0.026230174867832454,0.017543859649122806,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0.24675324675324675,0,0.11601873876491203,1,0,0.03802358682391216,0.017543859649122806,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0.3116883116883117,0,0.0762533364806711,1,0,0.025213501423342822,0.017543859649122806,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0.2077922077922078,0,0.09422947723930057,1,0,0.027856852379015862,0.017543859649122806,0.0036363636363636364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
0.2077922077922078,0,0.07932199081219472,1,0,0.034363562423749494,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0
0.2857142857142857,0,0.07254916202131716,1,1,0.05876372509150061,0.017543859649122806,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
0.3246753246753247,0,0.07982132805548998,1,0,0.08092720618137454,0.017543859649122806,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
0.2077922077922078,0,0.07515479454542154,1,0,0.059170394469296464,0.017543859649122806,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
0.33766233766233766,0,0.09891416846730702,0,0,0.02541683611224075,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
0.4025974025974026,0,0.07446480126377716,0,0,0.041886945912972755,0.017543859649122806,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
0.4025974025974026,0,0.08145552266991085,1,0,0.05652704351362343,0.017543859649122806,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
0.4025974025974026,0,0.0733844170464656,1,0,0.05957706384709231,0.03508771929824561,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
0.16883116883116883,0,0.0758720244039729,0,0,0.031516876779178526,0.017543859649122806,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
0.37662337662337664,0,0.07578123581428287,0,0,0.052867019113460756,0.017543859649122806,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0.2597402597402597,0,0.0718591687396728,0,0,0.0026433509556730377,0.2807017543859649,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
0.2857142857142857,0,0.07519110998129755,1,0,0.0469703131354209,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
0.2077922077922078,0,0.08769269878161713,1,0,0.032533550223668155,0.03508771929824561,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
0.4025974025974026,0,0.08602218873132025,0,0,0.045750305002033344,0.05263157894736842,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
0.36363636363636365,0,0.07532729286583262,0,0,0.031110207401382674,0.03508771929824561,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0.3246753246753247,0,0.08709349408966281,1,0,0.03395689304595364,0.03508771929824561,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
0.18181818181818182,0,0.07526374085304958,1,1,0.055103700691337944,0.017543859649122806,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
0.35064935064935066,0,0.08171880958001199,1,0,0.025010166734444898,0.017543859649122806,0.01090909090909091,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0.3116883116883117,0,0.06987089862546075,1,0,0.02745018300122001,0.017543859649122806,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
0.33766233766233766,0,0.0882011148838814,0,0,0.028263521756811714,0.03508771929824561,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0.24675324675324675,0,0.07459190528934323,1,0,0.051037006913379424,0.03508771929824561,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
0.38961038961038963,0,0.08260853775897445,1,0,0.04005693371289142,0.017543859649122806,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
0.2077922077922078,0,0.07442848582790115,0,0,0.05978039853599024,0.03508771929824561,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
0.3246753246753247,0,0.07531821400686362,1,0,0.06405042700284669,0.017543859649122806,0.0036363636363636364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
0.18181818181818182,0,0.077951083107875,1,0,0.05591703944692965,0.017543859649122806,0.014545454545454545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
0.22077922077922077,0,0.07530005628892561,1,0,0.012810085400569337,0.07017543859649122,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
0.37662337662337664,0,0.09840575236504276,0,0,0.01870679137860919,0.03508771929824561,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
0.2077922077922078,0,0.07447388012274617,0,0,0.041276941846278975,0.05263157894736842,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
0.4155844155844156,0,0.07654385996767926,1,1,0.008133387555917039,0.07017543859649122,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
0.3116883116883117,0,0.07411072576398599,0,0,0.029076860512403414,0.0,0.01090909090909091,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
0.24675324675324675,0,0.07280337007244929,1,1,0.0727938186254575,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0.5454545454545454,0,0.1284749332703866,0,0,0.054087027246848315,0.017543859649122806,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0.2987012987012987,0,0.07596281299366296,1,0,0.04737698251321675,0.03508771929824561,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
0.37662337662337664,0,0.06684763858878216,1,0,0.03741358275721838,0.017543859649122806,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0.44155844155844154,0,0.10465200733571804,0,0,0.05124034160227735,0.017543859649122806,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
0.36363636363636365,0,0.07342073248234161,1,0,0.05429036193574624,0.03508771929824561,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
0.2857142857142857,0,0.07342981134131063,1,0,0.029076860512403414,0.03508771929824561,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
