age,default,balance,housing,loan,duration,campaign,previous,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,contact_cellular,contact_telephone,contact_unknown,day_1-10,day_11-20,day_21-31,month_Q1,month_Q2,month_Q3,month_Q4,term_deposit
0.22532467532467532,6.938893903907228e-18,0.08049982144910695,1.0,2.7755575615628914e-17,0.04580113867425783,0.019298245614035085,4.336808689942018e-19,1.0000000000000002,-5.551115123125783e-17,0.0,-6.938893903907228e-18,-2.7755575615628914e-17,6.938893903907228e-18,6.938893903907228e-18,-2.7755575615628914e-17,-3.469446951953614e-18,2.7755575615628914e-17,-1.0408340855860843e-17,-1.3877787807814457e-17,1.0,0.0,0.0,1.0,5.551115123125783e-17,2.220446049250313e-16,-6.938893903907228e-18,0.9999999999999999,5.551115123125783e-17,0.9999999999999998,5.551115123125783e-17,-2.7755575615628914e-17,1.0,1.1102230246251565e-16,-1.3877787807814457e-17,0
0.36333434007852616,3.469446951953614e-18,0.08715514587615,1.1102230246251565e-16,-2.7755575615628914e-17,0.05045064641516215,0.04079967360261118,0.000507399577167019,1.0000000000000002,-2.7755575615628914e-17,0.0,-3.469446951953614e-18,0.0,-6.938893903907228e-18,6.938893903907228e-18,0.0,-1.734723475976807e-18,-2.7755575615628914e-17,-6.938893903907228e-18,0.0,1.0,0.0,-2.7755575615628914e-17,1.0,5.551115123125783e-17,1.0,-6.938893903907228e-18,5.551115123125783e-17,5.551115123125783e-17,0.9999999999999999,5.551115123125783e-17,0.0,5.551115123125783e-17,1.0,0.0,0
0.22034632034632035,3.469446951953614e-18,0.08817539145013588,1.1102230246251565e-16,-2.7755575615628914e-17,0.034871899145994305,0.02222222222222222,0.0024242424242424242,-1.3877787807814457e-17,-2.7755575615628914e-17,0.0,-3.469446951953614e-18,0.9999999999999999,-6.938893903907228e-18,6.938893903907228e-18,0.0,-1.734723475976807e-18,-2.7755575615628914e-17,-6.938893903907228e-18,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.551115123125783e-17,5.551115123125783e-17,1.1102230246251565e-16,1.0,0.0,1.0,5.551115123125783e-17,2.7755575615628914e-17,0
0.1920222634508349,0.0,0.0771106401633157,1.0,-2.7755575615628914e-17,0.03838668448265846,0.03383458646616541,0.006493506493506493,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,6.938893903907228e-18,0.0,0.0,0.9999999999999998,0.0,1.3877787807814457e-17,0.0,1.0,2.7755575615628914e-17,1.0,0.0,1.0,0.0,0.0,1.0,5.551115123125783e-17,0.0,1.0,0.0,0.0,0.0,0
0.22463597009051556,-6.938893903907228e-18,0.08207238986931395,1.0,-5.551115123125783e-17,0.047832945148927254,0.025199362041467305,0.004892561983471073,4.163336342344337e-17,1.0000000000000002,-2.7755575615628914e-17,1.0408340855860843e-17,2.7755575615628914e-17,-1.3877787807814457e-17,-2.0816681711721685e-17,-5.551115123125783e-17,5.204170427930421e-18,-5.551115123125783e-17,6.938893903907228e-18,5.551115123125783e-17,1.0,-2.220446049250313e-16,1.0000000000000002,-4.440892098500626e-16,-1.1102230246251565e-16,1.0000000000000002,4.85722573273506e-17,-1.6653345369377348e-16,-1.6653345369377348e-16,1.0000000000000004,-1.6653345369377348e-16,-5.551115123125783e-17,0.9999999999999996,-1.6653345369377348e-16,1.3877787807814457e-17,0
0.23112824675324675,6.938893903907228e-18,0.08469823575073085,1.0,2.7755575615628914e-17,0.0564507930052867,0.05153508771929824,2.168404344971009e-19,-1.3877787807814457e-17,-2.7755575615628914e-17,0.0,-3.469446951953614e-18,1.0000000000000002,6.938893903907228e-18,6.938893903907228e-18,-2.7755575615628914e-17,-1.734723475976807e-18,2.7755575615628914e-17,-6.938893903907228e-18,0.0,2.220446049250313e-16,1.0000000000000002,0.0,0.0,0.9999999999999998,2.220446049250313e-16,0.0,0.9999999999999999,5.551115123125783e-17,0.9999999999999999,5.551115123125783e-17,-2.7755575615628914e-17,1.0,1.1102230246251565e-16,-1.3877787807814457e-17,0
0.24470266575529734,3.469446951953614e-18,0.07992414215135828,1.1102230246251565e-16,0.0,0.03231773007141685,0.06571252693136348,9.569377990430693e-05,-2.7755575615628914e-17,-2.7755575615628914e-17,-6.938893903907228e-18,-6.938893903907228e-18,-8.326672684688674e-17,0.0,0.0,-6.938893903907228e-17,-3.469446951953614e-18,1.0000000000000002,-1.0408340855860843e-17,-1.3877787807814457e-17,1.0000000000000002,-5.551115123125783e-17,0.0,1.0,0.0,1.0000000000000002,6.938893903907228e-18,5.551115123125783e-17,0.0,-2.220446049250313e-16,1.0,-6.938893903907228e-17,0.0,1.0,-4.163336342344337e-17,0
0.26339020456667517,0.006535947712418288,0.08286761160380239,1.0000000000000002,-8.326672684688674e-17,0.04277204985288137,0.024767801857585137,0.005941770647653,0.0,1.0000000000000004,-2.0816681711721685e-17,0.0,-5.551115123125783e-17,-2.0816681711721685e-17,-1.3877787807814457e-17,-8.326672684688674e-17,0.0,-5.551115123125783e-17,-3.469446951953614e-18,1.3877787807814457e-17,1.0000000000000002,-1.6653345369377348e-16,-8.326672684688674e-17,1.0,-1.1102230246251565e-16,1.0000000000000002,3.469446951953614e-17,-1.1102230246251565e-16,-1.6653345369377348e-16,1.0000000000000002,-1.1102230246251565e-16,-8.326672684688674e-17,0.9999999999999998,-1.1102230246251565e-16,-4.163336342344337e-17,0
0.37852391510928096,3.469446951953614e-18,0.09090705772781404,1.0,-5.551115123125783e-17,0.042368006030609306,0.05220367993153616,0.0015077605321507763,-1.3877787807814457e-17,-2.7755575615628914e-17,0.0,-3.469446951953614e-18,1.0,-1.3877787807814457e-17,6.938893903907228e-18,0.0,-1.734723475976807e-18,-5.551115123125783e-17,-6.938893903907228e-18,1.0000000000000002,1.1102230246251565e-16,0.0,-2.7755575615628914e-17,0.0,1.0000000000000002,1.0,0.0,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,1.0000000000000002,0.0,-5.551115123125783e-17,1.0000000000000002,0.0,0
0.21827036599763872,6.938893903907228e-18,0.08496285095980047,1.0000000000000002,2.7755575615628914e-17,0.048261950534215683,0.028708133971291863,4.336808689942018e-19,-2.7755575615628914e-17,-5.551115123125783e-17,6.938893903907228e-18,-6.938893903907228e-18,-5.551115123125783e-17,6.938893903907228e-18,1.3877787807814457e-17,-5.551115123125783e-17,-3.469446951953614e-18,1.0000000000000002,-1.0408340855860843e-17,-1.3877787807814457e-17,1.0000000000000002,5.551115123125783e-17,0.0,1.0,5.551115123125783e-17,2.220446049250313e-16,0.0,0.9999999999999999,5.551115123125783e-17,-1.6653345369377348e-16,0.9999999999999998,-5.551115123125783e-17,1.0,1.1102230246251565e-16,-2.7755575615628914e-17,0
