age,education_num,sex_female,capital_gain,capital_loss,hours_per_week,workclass_ Never-worked,workclass_ Private,workclass_ Self-employed,workclass_ Without-pay,workclass_ gov,marital_status_ Never-married,marital_status_ married,marital_status_ separated,occupation_ Adm-clerical,occupation_ Armed-Forces,occupation_ Craft-repair,occupation_ Exec-managerial,occupation_ Farming-fishing,occupation_ Handlers-cleaners,occupation_ Machine-op-inspct,occupation_ Other-service,occupation_ Priv-house-serv,occupation_ Prof-specialty,occupation_ Protective-serv,occupation_ Sales,occupation_ Tech-support,occupation_ Transport-moving,occupation_None,race_ Amer-Indian-Eskimo,race_ Asian-Pac-Islander,race_ Black,race_ Other,race_ White,income_>50k
0.26301369863013696,0.88,0.0,0.0,0.0,0.41428571428571426,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,1.0,0.0,0.0,0.0,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,1.0000000000000002,0.0,0.0,-3.469446951953614e-18,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,1.0,0
0.2408675799086758,0.6,0.0,0.005392553925539256,-1.734723475976807e-18,0.3937074829931973,0.0,1.0,2.7755575615628914e-17,0.0,0.0,0.0,1.0,2.7755575615628914e-17,2.7755575615628914e-17,0.0,1.0000000000000002,1.3877787807814457e-17,6.938893903907228e-18,1.3877787807814457e-17,1.3877787807814457e-17,2.7755575615628914e-17,8.673617379884035e-19,1.3877787807814457e-17,0.0,-1.3877787807814457e-17,0.0,1.3877787807814457e-17,0.0,0.0,3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,1.0,0
0.273972602739726,0.5333333333333333,1.0,0.0,0.0,0.38095238095238093,5.421010862427522e-20,1.0,1.3877787807814457e-17,1.0842021724855044e-19,2.7755575615628914e-17,1.0,0.0,2.7755575615628914e-17,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,6.938893903907228e-18,5.421010862427522e-20,0.0,0.0,0.0,0.0,1.0,0
0.3150684931506849,0.23333333333333334,0.0,0.0,0.0,0.3979591836734694,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.16255707762557076,0.6044444444444445,1.0,2.168404344971009e-19,0.0,0.3979591836734694,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,-3.469446951953614e-18,0.0,0.0,0.0,3.469446951953614e-18,1.3877787807814457e-17,0.0,1.0,0
0.2876712328767123,0.6666666666666666,1.0,0.0014850148501485017,0.0,0.39285714285714285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0243531202435312,0.4,0.0,0.0006600066000660008,0.0,0.30045351473922904,0.0,1.0,0.0,0.0,0.0,0.9999999999999999,5.551115123125783e-17,0.0,2.7755575615628914e-17,0.0,2.7755575615628914e-17,1.3877787807814457e-17,6.938893903907228e-18,1.0,0.0,0.0,8.673617379884035e-19,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,1.0,0
0.5890410958904109,0.6,0.0,0.0,0.0,0.47959183673469385,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.2684931506849315,0.8,1.0,0.0,0.0,0.5551020408163265,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,0.0,0.0,1.0,0.0,-5.421010862427522e-20,0.0,-1.3877787807814457e-17,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,1.0000000000000002,0.0,0.0,-3.469446951953614e-18,-6.938893903907228e-18,0.0,0.0,0.0,0.0,-1.734723475976807e-18,1.0,0
0.4383561643835616,0.5333333333333333,1.0,0.025065250652506525,0.0,0.3979591836734694,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.12720156555772993,0.6047619047619047,0.0,0.0015528726715838587,0.0,0.3892128279883382,0.0,1.0,1.3877787807814457e-17,0.0,0.0,0.9999999999999999,5.551115123125783e-17,2.7755575615628914e-17,2.7755575615628914e-17,5.421010862427522e-20,2.7755575615628914e-17,0.0,0.0,1.3877787807814457e-17,0.0,1.0,8.673617379884035e-19,0.0,3.469446951953614e-18,-1.3877787807814457e-17,0.0,6.938893903907228e-18,0.0,0.0,0.0,1.3877787807814457e-17,0.0,1.0,0
0.29452054794520544,0.5333333333333333,0.0,0.002300023000230002,0.0,0.4005102040816326,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,3.469446951953614e-18,0.0,-3.469446951953614e-18,0.0,0.0,0.0,3.469446951953614e-18,1.3877787807814457e-17,0.0,1.0,0
0.44333748443337484,0.6060606060606061,-5.551115123125783e-17,-2.168404344971009e-19,0.0,0.39332096474953615,0.0,0.0,1.0000000000000002,0.0,0.0,5.551115123125783e-17,1.0,-2.7755575615628914e-17,-2.7755575615628914e-17,-5.421010862427522e-20,1.0000000000000002,0.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,-3.469446951953614e-18,6.938893903907228e-18,0.0,0.0,3.469446951953614e-18,1.3877787807814457e-17,-1.734723475976807e-18,1.0,0
0.4292237442922374,0.5333333333333333,0.0,0.0,3.469446951953614e-18,0.4013605442176871,5.421010862427522e-20,1.0,1.3877787807814457e-17,1.0842021724855044e-19,0.0,0.0,1.0,2.7755575615628914e-17,0.0,0.0,2.7755575615628914e-17,1.3877787807814457e-17,6.938893903907228e-18,0.0,0.0,2.7755575615628914e-17,8.673617379884035e-19,1.3877787807814457e-17,3.469446951953614e-18,0.0,0.0,1.0,5.421010862427522e-20,0.0,3.469446951953614e-18,2.7755575615628914e-17,0.0,1.0,0
0.5512067840834964,0.5333333333333333,5.551115123125783e-17,-2.168404344971009e-19,-1.734723475976807e-18,0.3974732750242954,0.0,1.0,2.7755575615628914e-17,0.0,0.0,0.0,1.0,0.0,0.0,-5.421010862427522e-20,0.0,2.7755575615628914e-17,6.938893903907228e-18,6.938893903907228e-18,1.0,2.7755575615628914e-17,8.673617379884035e-19,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,3.469446951953614e-18,1.3877787807814457e-17,1.734723475976807e-18,1.0,0
0.2191780821917808,0.4066666666666667,-5.551115123125783e-17,0.008000080000800007,0.0,0.3979591836734694,0.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,-5.551115123125783e-17,0.0,0.0,0.0,1.0,-1.3877787807814457e-17,-6.938893903907228e-18,0.0,0.0,-2.7755575615628914e-17,0.0,-1.3877787807814457e-17,0.0,0.0,-3.469446951953614e-18,-6.938893903907228e-18,0.0,0.0,0.0,-1.3877787807814457e-17,-1.734723475976807e-18,1.0,0
0.2602739726027397,0.5333333333333333,0.0,0.0,0.0,0.3469387755102041,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
